JDTDB,CalendarDate(TDB),X,Y,Z
2404896.500000000, A.D. 1872-Apr-13 00:00:00.0000,  2.989699275593264E+01,  3.897649099832808E+01,  3.153621294966243E+00
2404996.500000000, A.D. 1872-Jul-22 00:00:00.0000,  2.973336317281343E+01,  3.908489033755853E+01,  3.236560861410982E+00
2405096.500000000, A.D. 1872-Oct-30 00:00:00.0000,  2.956902999368052E+01,  3.919223368225607E+01,  3.319415858955280E+00
2405196.500000000, A.D. 1873-Feb-07 00:00:00.0000,  2.940403052866634E+01,  3.929854959036541E+01,  3.402121496575875E+00
2405296.500000000, A.D. 1873-May-18 00:00:00.0000,  2.923840851947480E+01,  3.940386326305826E+01,  3.484743326503734E+00
2405396.500000000, A.D. 1873-Aug-26 00:00:00.0000,  2.907211824643874E+01,  3.950815080777633E+01,  3.567284740428550E+00
2405496.500000000, A.D. 1873-Dec-04 00:00:00.0000,  2.890519022157968E+01,  3.961143679455158E+01,  3.649683683916818E+00
2405596.500000000, A.D. 1874-Mar-14 00:00:00.0000,  2.873765548894136E+01,  3.971374860364714E+01,  3.732016096168776E+00
2405696.500000000, A.D. 1874-Jun-22 00:00:00.0000,  2.856946168422379E+01,  3.981504334632657E+01,  3.814262702011331E+00
2405796.500000000, A.D. 1874-Sep-30 00:00:00.0000,  2.840066623062369E+01,  3.991537340342088E+01,  3.896379767870033E+00
2405896.500000000, A.D. 1875-Jan-08 00:00:00.0000,  2.823125059637545E+01,  4.001475476834374E+01,  3.978446965031196E+00
2405996.500000000, A.D. 1875-Apr-18 00:00:00.0000,  2.806118652463606E+01,  4.011313231310388E+01,  4.060423047652917E+00
2406096.500000000, A.D. 1875-Jul-27 00:00:00.0000,  2.789052321235467E+01,  4.021057774144230E+01,  4.142284039167759E+00
2406196.500000000, A.D. 1875-Nov-04 00:00:00.0000,  2.771923690572678E+01,  4.030708777057241E+01,  4.224104535129498E+00
2406296.500000000, A.D. 1876-Feb-12 00:00:00.0000,  2.754728505586391E+01,  4.040262560370379E+01,  4.305837438161134E+00
2406396.500000000, A.D. 1876-May-22 00:00:00.0000,  2.737472238048012E+01,  4.049723524660640E+01,  4.387458485683824E+00
2406496.500000000, A.D. 1876-Aug-30 00:00:00.0000,  2.720152797478312E+01,  4.059092780716713E+01,  4.469049730317148E+00
2406596.500000000, A.D. 1876-Dec-08 00:00:00.0000,  2.702764050310810E+01,  4.068366056672105E+01,  4.550548876009954E+00
2406696.500000000, A.D. 1877-Mar-18 00:00:00.0000,  2.685312704733018E+01,  4.077547912419082E+01,  4.631944898871919E+00
2406796.500000000, A.D. 1877-Jun-26 00:00:00.0000,  2.667794093321367E+01,  4.086637380726779E+01,  4.713310740815906E+00
2406896.500000000, A.D. 1877-Oct-04 00:00:00.0000,  2.650205252920077E+01,  4.095631147740431E+01,  4.794575042782665E+00
2406996.500000000, A.D. 1878-Jan-12 00:00:00.0000,  2.632549401737156E+01,  4.104534459439518E+01,  4.875745959713487E+00
2407096.500000000, A.D. 1878-Apr-22 00:00:00.0000,  2.614822509848597E+01,  4.113342120532366E+01,  4.956872365698276E+00
2407196.500000000, A.D. 1878-Jul-31 00:00:00.0000,  2.597023009305825E+01,  4.122053445317397E+01,  5.037885470919703E+00
2407296.500000000, A.D. 1878-Nov-08 00:00:00.0000,  2.579153402913945E+01,  4.130671786794968E+01,  5.118800203786300E+00
2407396.500000000, A.D. 1879-Feb-16 00:00:00.0000,  2.561208907076281E+01,  4.139192042583686E+01,  5.199658336281204E+00
2407496.500000000, A.D. 1879-May-27 00:00:00.0000,  2.543188538374688E+01,  4.147611408769057E+01,  5.280375411831402E+00
2407596.500000000, A.D. 1879-Sep-04 00:00:00.0000,  2.525097349708081E+01,  4.155934185070223E+01,  5.360984552471110E+00
2407696.500000000, A.D. 1879-Dec-13 00:00:00.0000,  2.506927350435473E+01,  4.164154074541484E+01,  5.441513798156686E+00
2407796.500000000, A.D. 1880-Mar-22 00:00:00.0000,  2.488681236577915E+01,  4.172267508597052E+01,  5.521869309082637E+00
2407896.500000000, A.D. 1880-Jun-30 00:00:00.0000,  2.470363274142364E+01,  4.180278671669507E+01,  5.602099624271302E+00
2407996.500000000, A.D. 1880-Oct-08 00:00:00.0000,  2.451967743000743E+01,  4.188179996883758E+01,  5.682213914756582E+00
2408096.500000000, A.D. 1881-Jan-16 00:00:00.0000,  2.433497349538655E+01,  4.195970917385488E+01,  5.762130600483974E+00
2408196.500000000, A.D. 1881-Apr-26 00:00:00.0000,  2.414956634570404E+01,  4.203651862410562E+01,  5.841894824307487E+00
2408296.500000000, A.D. 1881-Aug-04 00:00:00.0000,  2.396342444583563E+01,  4.211217595820621E+01,  5.921511882940501E+00
2408396.500000000, A.D. 1881-Nov-12 00:00:00.0000,  2.377657363174845E+01,  4.218668081334973E+01,  6.000904497215727E+00
2408496.500000000, A.D. 1882-Feb-20 00:00:00.0000,  2.358906775450379E+01,  4.226004043315750E+01,  6.080129554070349E+00
2408596.500000000, A.D. 1882-May-31 00:00:00.0000,  2.340086854640069E+01,  4.233219556899137E+01,  6.159175799602726E+00
2408696.500000000, A.D. 1882-Sep-08 00:00:00.0000,  2.321204480525172E+01,  4.240316903741105E+01,  6.237978904029220E+00
2408796.500000000, A.D. 1882-Dec-17 00:00:00.0000,  2.302261155253712E+01,  4.247298141295844E+01,  6.316612568793420E+00
2408896.500000000, A.D. 1883-Mar-27 00:00:00.0000,  2.283254634586466E+01,  4.254155685978569E+01,  6.395041746751245E+00
2408996.500000000, A.D. 1883-Jul-05 00:00:00.0000,  2.264192624252917E+01,  4.260895105979691E+01,  6.473224530279762E+00
2409096.500000000, A.D. 1883-Oct-13 00:00:00.0000,  2.245075538459056E+01,  4.267516934915362E+01,  6.551234699426158E+00
2409196.500000000, A.D. 1884-Jan-21 00:00:00.0000,  2.225901032557264E+01,  4.274016467147202E+01,  6.629034316314138E+00
2409296.500000000, A.D. 1884-Apr-30 00:00:00.0000,  2.206675967912602E+01,  4.280397712672409E+01,  6.706585136781155E+00
2409396.500000000, A.D. 1884-Aug-08 00:00:00.0000,  2.187402238034016E+01,  4.286662365420320E+01,  6.783969369372085E+00
2409496.500000000, A.D. 1884-Nov-16 00:00:00.0000,  2.168074909313334E+01,  4.292806927492276E+01,  6.861141117185539E+00
2409596.500000000, A.D. 1885-Feb-24 00:00:00.0000,  2.148702069211638E+01,  4.298835423749252E+01,  6.938072715068780E+00
2409696.500000000, A.D. 1885-Jun-04 00:00:00.0000,  2.129282772329763E+01,  4.304748887759248E+01,  7.014846500332292E+00
2409796.500000000, A.D. 1885-Sep-12 00:00:00.0000,  2.109814724751845E+01,  4.310543974969859E+01,  7.091402539819009E+00
2409896.500000000, A.D. 1885-Dec-21 00:00:00.0000,  2.090303710411765E+01,  4.316227482160201E+01,  7.167739759652229E+00
2409996.500000000, A.D. 1886-Mar-31 00:00:00.0000,  2.070747283132534E+01,  4.321796393940251E+01,  7.243920954674771E+00
2410096.500000000, A.D. 1886-Jul-09 00:00:00.0000,  2.051145424270253E+01,  4.327250263867762E+01,  7.319887009924805E+00
2410196.500000000, A.D. 1886-Oct-17 00:00:00.0000,  2.031501942955653E+01,  4.332595240188059E+01,  7.395649432274335E+00
2410296.500000000, A.D. 1887-Jan-25 00:00:00.0000,  2.011813815022591E+01,  4.337828498126433E+01,  7.471266429924549E+00
2410396.500000000, A.D. 1887-May-05 00:00:00.0000,  1.992079731891172E+01,  4.342948730136935E+01,  7.546666898261732E+00
2410496.500000000, A.D. 1887-Aug-13 00:00:00.0000,  1.972306080527762E+01,  4.347962222569684E+01,  7.621876804470546E+00
2410596.500000000, A.D. 1887-Nov-21 00:00:00.0000,  1.952486006288658E+01,  4.352866791182235E+01,  7.696951381015229E+00
2410696.500000000, A.D. 1888-Feb-29 00:00:00.0000,  1.932619842864263E+01,  4.357659837257169E+01,  7.771805523171129E+00
2410796.500000000, A.D. 1888-Jun-08 00:00:00.0000,  1.912712914337898E+01,  4.362348452303340E+01,  7.846485036897719E+00
2410896.500000000, A.D. 1888-Sep-16 00:00:00.0000,  1.892758224963763E+01,  4.366928324530751E+01,  7.921025716154144E+00
2410996.500000000, A.D. 1888-Dec-25 00:00:00.0000,  1.872756283189831E+01,  4.371400067412906E+01,  7.995352134593204E+00
2411096.500000000, A.D. 1889-Apr-04 00:00:00.0000,  1.852709798755675E+01,  4.375766983183456E+01,  8.069508922733281E+00
2411196.500000000, A.D. 1889-Jul-13 00:00:00.0000,  1.832614182993674E+01,  4.380025106917498E+01,  8.143520547582909E+00
2411296.500000000, A.D. 1889-Oct-21 00:00:00.0000,  1.812468487052629E+01,  4.384175885133939E+01,  8.217315125395285E+00
2411396.500000000, A.D. 1890-Jan-29 00:00:00.0000,  1.792275652192251E+01,  4.388221236374084E+01,  8.290943333813988E+00
2411496.500000000, A.D. 1890-May-09 00:00:00.0000,  1.772029148125722E+01,  4.392156118214803E+01,  8.364412942537072E+00
2411596.500000000, A.D. 1890-Aug-17 00:00:00.0000,  1.751731645464038E+01,  4.395981576474280E+01,  8.437650625309425E+00
2411696.500000000, A.D. 1890-Nov-25 00:00:00.0000,  1.731383297012357E+01,  4.399700706573079E+01,  8.510725002922239E+00
2411796.500000000, A.D. 1891-Mar-05 00:00:00.0000,  1.710977457935751E+01,  4.403304760579164E+01,  8.583612471078949E+00
2411896.500000000, A.D. 1891-Jun-13 00:00:00.0000,  1.690519460017181E+01,  4.406796568178231E+01,  8.656251928696904E+00
2411996.500000000, A.D. 1891-Sep-21 00:00:00.0000,  1.670008185582821E+01,  4.410176739832051E+01,  8.728711227368999E+00
2412096.500000000, A.D. 1891-Dec-30 00:00:00.0000,  1.649438754060558E+01,  4.413437858084510E+01,  8.800956190247707E+00
2412196.500000000, A.D. 1892-Apr-08 00:00:00.0000,  1.628815570154671E+01,  4.416581361419538E+01,  8.872928079686636E+00
2412296.500000000, A.D. 1892-Jul-17 00:00:00.0000,  1.608140685077128E+01,  4.419606708256416E+01,  8.944695258966739E+00
2412396.500000000, A.D. 1892-Oct-25 00:00:00.0000,  1.587408215842790E+01,  4.422508288954717E+01,  9.016217427774407E+00
2412496.500000000, A.D. 1893-Feb-02 00:00:00.0000,  1.566624720337969E+01,  4.425286575951834E+01,  9.087439840210703E+00
2412596.500000000, A.D. 1893-May-13 00:00:00.0000,  1.545791419862267E+01,  4.427941000317919E+01,  9.158435912229649E+00
2412696.500000000, A.D. 1893-Aug-21 00:00:00.0000,  1.524905415136885E+01,  4.430465321458068E+01,  9.229147058421718E+00
2412796.500000000, A.D. 1893-Nov-29 00:00:00.0000,  1.503973982843575E+01,  4.432863937196944E+01,  9.299547342938727E+00
2412896.500000000, A.D. 1894-Mar-09 00:00:00.0000,  1.482996031173872E+01,  4.435133168042769E+01,  9.369698351286180E+00
2412996.500000000, A.D. 1894-Jun-17 00:00:00.0000,  1.461972740060999E+01,  4.437269130040953E+01,  9.439537169862517E+00
2413096.500000000, A.D. 1894-Sep-25 00:00:00.0000,  1.440909921677213E+01,  4.439277361308328E+01,  9.509057510124423E+00
2413196.500000000, A.D. 1895-Jan-03 00:00:00.0000,  1.419806897099170E+01,  4.441154237444034E+01,  9.578318063944778E+00
2413296.500000000, A.D. 1895-Apr-13 00:00:00.0000,  1.398663578533495E+01,  4.442896900233742E+01,  9.647249968675755E+00
2413396.500000000, A.D. 1895-Jul-22 00:00:00.0000,  1.377488586591353E+01,  4.444510554919203E+01,  9.715858780653400E+00
2413496.500000000, A.D. 1895-Oct-30 00:00:00.0000,  1.356278651408854E+01,  4.445994072993160E+01,  9.784210586962727E+00
2413596.500000000, A.D. 1896-Feb-07 00:00:00.0000,  1.335033883652875E+01,  4.447343665937836E+01,  9.852222181063746E+00
2413696.500000000, A.D. 1896-May-17 00:00:00.0000,  1.313763026563735E+01,  4.448566163457246E+01,  9.919921667444974E+00
2413796.500000000, A.D. 1896-Aug-25 00:00:00.0000,  1.292461409424394E+01,  4.449658720169204E+01,  9.987360827642233E+00
2413896.500000000, A.D. 1896-Dec-03 00:00:00.0000,  1.271130695389767E+01,  4.450621016317176E+01,  1.005446355775324E+01
2413996.500000000, A.D. 1897-Mar-13 00:00:00.0000,  1.249775855249037E+01,  4.451458010023411E+01,  1.012126639435237E+01
2414096.500000000, A.D. 1897-Jun-21 00:00:00.0000,  1.228394685558549E+01,  4.452166166192047E+01,  1.018780696068088E+01
2414196.500000000, A.D. 1897-Sep-29 00:00:00.0000,  1.206987538094321E+01,  4.452747894910024E+01,  1.025401821432060E+01
2414296.500000000, A.D. 1898-Jan-07 00:00:00.0000,  1.185558966864468E+01,  4.453206746423456E+01,  1.031994395273058E+01
2414396.500000000, A.D. 1898-Apr-17 00:00:00.0000,  1.164104622456654E+01,  4.453539392939120E+01,  1.038561201829159E+01
2414496.500000000, A.D. 1898-Jul-26 00:00:00.0000,  1.142627136514647E+01,  4.453747392361380E+01,  1.045094961419544E+01
2414596.500000000, A.D. 1898-Nov-03 00:00:00.0000,  1.121129619631364E+01,  4.453836630778336E+01,  1.051602446225185E+01
2414696.500000000, A.D. 1899-Feb-11 00:00:00.0000,  1.099605230538918E+01,  4.453800944104120E+01,  1.058083893346453E+01
2414796.500000000, A.D. 1899-May-22 00:00:00.0000,  1.078059552749061E+01,  4.453643507699968E+01,  1.064532807437348E+01
2414896.500000000, A.D. 1899-Aug-30 00:00:00.0000,  1.056492964160795E+01,  4.453369052659146E+01,  1.070956770861219E+01
2414996.500000000, A.D. 1899-Dec-08 00:00:00.0000,  1.034899786315600E+01,  4.452972057823499E+01,  1.077354696020113E+01
2415096.500000000, A.D. 1900-Mar-18 00:00:00.0000,  1.013283158328690E+01,  4.452455953071088E+01,  1.083720807850054E+01
2415196.500000000, A.D. 1900-Jun-26 00:00:00.0000,  9.916450005153042E+00,  4.451822751978755E+01,  1.090062346368952E+01
2415296.500000000, A.D. 1900-Oct-04 00:00:00.0000,  9.699784440235756E+00,  4.451069332032099E+01,  1.096377858073419E+01
2415396.500000000, A.D. 1901-Jan-12 00:00:00.0000,  9.482866188595573E+00,  4.450197610373610E+01,  1.102661569915140E+01
2415496.500000000, A.D. 1901-Apr-22 00:00:00.0000,  9.265703054779555E+00,  4.449209295668402E+01,  1.108921341772404E+01
2415596.500000000, A.D. 1901-Jul-31 00:00:00.0000,  9.048230959924847E+00,  4.448099420864954E+01,  1.115153425608313E+01
2415696.500000000, A.D. 1901-Nov-08 00:00:00.0000,  8.830495857768732E+00,  4.446872630581883E+01,  1.121354139812043E+01
2415796.500000000, A.D. 1902-Feb-16 00:00:00.0000,  8.612461823679222E+00,  4.445527458301871E+01,  1.127530527577792E+01
2415896.500000000, A.D. 1902-May-27 00:00:00.0000,  8.394102070632369E+00,  4.444058289330948E+01,  1.133676949969144E+01
2415996.500000000, A.D. 1902-Sep-04 00:00:00.0000,  8.175450916630362E+00,  4.442470730346336E+01,  1.139791481270618E+01
2416096.500000000, A.D. 1902-Dec-13 00:00:00.0000,  7.956475234663104E+00,  4.440761085464840E+01,  1.145880194221905E+01
2416196.500000000, A.D. 1903-Mar-23 00:00:00.0000,  7.737141088006215E+00,  4.438924475983559E+01,  1.151936528456938E+01
2416296.500000000, A.D. 1903-Jul-01 00:00:00.0000,  7.517506956711438E+00,  4.436963970522046E+01,  1.157958724446556E+01
2416396.500000000, A.D. 1903-Oct-09 00:00:00.0000,  7.297537319309642E+00,  4.434877479602357E+01,  1.163953414196503E+01
2416496.500000000, A.D. 1904-Jan-17 00:00:00.0000,  7.077195349179563E+00,  4.432658452560411E+01,  1.169912132343235E+01
2416596.500000000, A.D. 1904-Apr-26 00:00:00.0000,  6.856563585162833E+00,  4.430310290395150E+01,  1.175834639568307E+01
2416696.500000000, A.D. 1904-Aug-04 00:00:00.0000,  6.635597517586699E+00,  4.427828974403345E+01,  1.181726366885849E+01
2416796.500000000, A.D. 1904-Nov-12 00:00:00.0000,  6.414299647359947E+00,  4.425210165149117E+01,  1.187578670882343E+01
2416896.500000000, A.D. 1905-Feb-20 00:00:00.0000,  6.192726314425809E+00,  4.422457114643766E+01,  1.193392900492638E+01
2416996.500000000, A.D. 1905-May-31 00:00:00.0000,  5.970863202999872E+00,  4.419563570910000E+01,  1.199172621482392E+01
2417096.500000000, A.D. 1905-Sep-08 00:00:00.0000,  5.748722911816102E+00,  4.416529094028775E+01,  1.204910260451983E+01
2417196.500000000, A.D. 1905-Dec-17 00:00:00.0000,  5.526361377171227E+00,  4.413355735950415E+01,  1.210608066394986E+01
2417296.500000000, A.D. 1906-Mar-27 00:00:00.0000,  5.303759629670722E+00,  4.410038342379411E+01,  1.216269119748247E+01
2417396.500000000, A.D. 1906-Jul-05 00:00:00.0000,  5.080949244782222E+00,  4.406575953396141E+01,  1.221885176051083E+01
2417496.500000000, A.D. 1906-Oct-13 00:00:00.0000,  4.857997234513607E+00,  4.402973597882580E+01,  1.227461162551895E+01
2417596.500000000, A.D. 1907-Jan-21 00:00:00.0000,  4.634851280102769E+00,  4.399225190295272E+01,  1.232998668611295E+01
2417696.500000000, A.D. 1907-May-01 00:00:00.0000,  4.411578501297430E+00,  4.395331018620046E+01,  1.238489701123989E+01
2417796.500000000, A.D. 1907-Aug-09 00:00:00.0000,  4.188221877647758E+00,  4.391296786205282E+01,  1.243940982729326E+01
2417896.500000000, A.D. 1907-Nov-17 00:00:00.0000,  3.964740069398927E+00,  4.387116559572508E+01,  1.249352667936986E+01
2417996.500000000, A.D. 1908-Feb-25 00:00:00.0000,  3.741181597738092E+00,  4.382792986661039E+01,  1.254718064515920E+01
2418096.500000000, A.D. 1908-Jun-04 00:00:00.0000,  3.517593723026173E+00,  4.378328683153852E+01,  1.260043653939591E+01
2418196.500000000, A.D. 1908-Sep-12 00:00:00.0000,  3.293937574566212E+00,  4.373720958541234E+01,  1.265329571683713E+01
2418296.500000000, A.D. 1908-Dec-21 00:00:00.0000,  3.070249299052264E+00,  4.368972121858566E+01,  1.270569444978257E+01
2418396.500000000, A.D. 1909-Mar-31 00:00:00.0000,  2.846571062042397E+00,  4.364084868065906E+01,  1.275770709167983E+01
2418496.500000000, A.D. 1909-Jul-09 00:00:00.0000,  2.622853883968062E+00,  4.359055423683115E+01,  1.280931614856285E+01
2418596.500000000, A.D. 1909-Oct-17 00:00:00.0000,  2.399158494499446E+00,  4.353888548509109E+01,  1.286047450111388E+01
2418696.500000000, A.D. 1910-Jan-25 00:00:00.0000,  2.175476766385822E+00,  4.348585972086350E+01,  1.291126108277984E+01
2418796.500000000, A.D. 1910-May-05 00:00:00.0000,  1.951785961129530E+00,  4.343142274684406E+01,  1.296163453583453E+01
2418896.500000000, A.D. 1910-Aug-13 00:00:00.0000,  1.728141998196023E+00,  4.337564866726170E+01,  1.301157032576039E+01
2418996.500000000, A.D. 1910-Nov-21 00:00:00.0000,  1.504525219506933E+00,  4.331853339511037E+01,  1.306114169887324E+01
2419096.500000000, A.D. 1911-Mar-01 00:00:00.0000,  1.280905189336112E+00,  4.326004147128138E+01,  1.311030129606223E+01
2419196.500000000, A.D. 1911-Jun-09 00:00:00.0000,  1.057339463552783E+00,  4.320022360371624E+01,  1.315902645322144E+01
2419296.500000000, A.D. 1911-Sep-17 00:00:00.0000,  8.338119337821478E-01,  4.313909003973450E+01,  1.320739760442456E+01
2419396.500000000, A.D. 1911-Dec-26 00:00:00.0000,  6.102676862029005E-01,  4.307660023946087E+01,  1.325535271686095E+01
2419496.500000000, A.D. 1912-Apr-04 00:00:00.0000,  3.867822578046057E-01,  4.301280113031034E+01,  1.330287970942605E+01
2419596.500000000, A.D. 1912-Jul-13 00:00:00.0000,  1.633148925577386E-01,  4.294769094261858E+01,  1.335005381713003E+01
2419696.500000000, A.D. 1912-Oct-21 00:00:00.0000, -6.016194879037288E-02,  4.288123622019850E+01,  1.339680281012910E+01
2419796.500000000, A.D. 1913-Jan-29 00:00:00.0000, -2.836052886584997E-01,  4.281349413091800E+01,  1.344313510868386E+01
2419896.500000000, A.D. 1913-May-09 00:00:00.0000, -5.070529210875208E-01,  4.274442040071219E+01,  1.348910214021332E+01
2419996.500000000, A.D. 1913-Aug-17 00:00:00.0000, -7.305173533939928E-01,  4.267401215953631E+01,  1.353463574879115E+01
2420096.500000000, A.D. 1913-Nov-25 00:00:00.0000, -9.539723851630203E-01,  4.260230650568879E+01,  1.357975091598119E+01
2420196.500000000, A.D. 1914-Mar-05 00:00:00.0000, -1.177457865587215E+00,  4.252925549111718E+01,  1.362448966903631E+01
2420296.500000000, A.D. 1914-Jun-13 00:00:00.0000, -1.400982939825960E+00,  4.245484124542892E+01,  1.366877104068915E+01
2420396.500000000, A.D. 1914-Sep-21 00:00:00.0000, -1.624498076181408E+00,  4.237910837053782E+01,  1.371262718858016E+01
2420496.500000000, A.D. 1914-Dec-30 00:00:00.0000, -1.848079878807185E+00,  4.230199981875255E+01,  1.375608788483119E+01
2420596.500000000, A.D. 1915-Apr-09 00:00:00.0000, -2.071702777292542E+00,  4.222348394138780E+01,  1.379906013084091E+01
2420696.500000000, A.D. 1915-Jul-18 00:00:00.0000, -2.295325388929425E+00,  4.214360877112382E+01,  1.384159342963705E+01
2420796.500000000, A.D. 1915-Oct-26 00:00:00.0000, -2.519011004330483E+00,  4.206229806082070E+01,  1.388369613331709E+01
2420896.500000000, A.D. 1916-Feb-03 00:00:00.0000, -2.742728918263468E+00,  4.197954513713365E+01,  1.392528486662265E+01
2420996.500000000, A.D. 1916-May-13 00:00:00.0000, -2.966436384834006E+00,  4.189535896699930E+01,  1.396640541135384E+01
2421096.500000000, A.D. 1916-Aug-21 00:00:00.0000, -3.190167113339650E+00,  4.180968491628009E+01,  1.400706121147620E+01
2421196.500000000, A.D. 1916-Nov-29 00:00:00.0000, -3.413897123458120E+00,  4.172252144793505E+01,  1.404717330944842E+01
2421296.500000000, A.D. 1917-Mar-09 00:00:00.0000, -3.637570382330876E+00,  4.163387176865749E+01,  1.408679530371363E+01
2421396.500000000, A.D. 1917-Jun-17 00:00:00.0000, -3.861224901466744E+00,  4.154367846095895E+01,  1.412591593805511E+01
2421496.500000000, A.D. 1917-Sep-25 00:00:00.0000, -4.084794815265038E+00,  4.145195683161788E+01,  1.416446624047712E+01
2421596.500000000, A.D. 1918-Jan-03 00:00:00.0000, -4.308257116480655E+00,  4.135872325200175E+01,  1.420251634224760E+01
2421696.500000000, A.D. 1918-Apr-13 00:00:00.0000, -4.531630752249876E+00,  4.126390001863384E+01,  1.424002966552780E+01
2421796.500000000, A.D. 1918-Jul-22 00:00:00.0000, -4.754833105893860E+00,  4.116754104020542E+01,  1.427696168047684E+01
2421896.500000000, A.D. 1918-Oct-30 00:00:00.0000, -4.977858012036463E+00,  4.106964919196569E+01,  1.431338370365647E+01
2421996.500000000, A.D. 1919-Feb-07 00:00:00.0000, -5.200719219628678E+00,  4.097017247725562E+01,  1.434925455270469E+01
2422096.500000000, A.D. 1919-May-18 00:00:00.0000, -5.423342654627835E+00,  4.086915416379706E+01,  1.438453565265738E+01
2422196.500000000, A.D. 1919-Aug-26 00:00:00.0000, -5.645705174092699E+00,  4.076660715002559E+01,  1.441930580999877E+01
2422296.500000000, A.D. 1919-Dec-04 00:00:00.0000, -5.867847406364742E+00,  4.066249547742292E+01,  1.445351756002695E+01
2422396.500000000, A.D. 1920-Mar-13 00:00:00.0000, -6.089679919632183E+00,  4.055685774433445E+01,  1.448714064779676E+01
2422496.500000000, A.D. 1920-Jun-21 00:00:00.0000, -6.311202708077123E+00,  4.044970936776746E+01,  1.452025789649511E+01
2422596.500000000, A.D. 1920-Sep-29 00:00:00.0000, -6.532437244271455E+00,  4.034101617301255E+01,  1.455280807086807E+01
2422696.500000000, A.D. 1921-Jan-07 00:00:00.0000, -6.753314424748268E+00,  4.023084498330186E+01,  1.458478739943015E+01
2422796.500000000, A.D. 1921-Apr-17 00:00:00.0000, -6.973852388500202E+00,  4.011917033240295E+01,  1.461625938303894E+01
2422896.500000000, A.D. 1921-Jul-26 00:00:00.0000, -7.194045144564742E+00,  4.000598792862333E+01,  1.464716352404078E+01
2422996.500000000, A.D. 1921-Nov-03 00:00:00.0000, -7.413849135726220E+00,  3.989136103332009E+01,  1.467751006858949E+01
2423096.500000000, A.D. 1922-Feb-11 00:00:00.0000, -7.633284062497090E+00,  3.977526031707693E+01,  1.470735521580793E+01
2423196.500000000, A.D. 1922-May-22 00:00:00.0000, -7.852354579611450E+00,  3.965768056522813E+01,  1.473662983247448E+01
2423296.500000000, A.D. 1922-Aug-30 00:00:00.0000, -8.070994849200364E+00,  3.953868550368438E+01,  1.476535819842931E+01
2423396.500000000, A.D. 1922-Dec-08 00:00:00.0000, -8.289263910122743E+00,  3.941825529073581E+01,  1.479359486226578E+01
2423496.500000000, A.D. 1923-Mar-18 00:00:00.0000, -8.507152501851872E+00,  3.929636635495273E+01,  1.482125441067399E+01
2423596.500000000, A.D. 1923-Jun-26 00:00:00.0000, -8.724598715867325E+00,  3.917309447864084E+01,  1.484838234512072E+01
2423696.500000000, A.D. 1923-Oct-04 00:00:00.0000, -8.941670024683042E+00,  3.904839955059915E+01,  1.487501451306391E+01
2423796.500000000, A.D. 1924-Jan-12 00:00:00.0000, -9.158350467701894E+00,  3.892228732423431E+01,  1.490107346269616E+01
2423896.500000000, A.D. 1924-Apr-21 00:00:00.0000, -9.374604994803809E+00,  3.879480031035228E+01,  1.492660581293861E+01
2423996.500000000, A.D. 1924-Jul-30 00:00:00.0000, -9.590475944444822E+00,  3.866590249711984E+01,  1.495163617779186E+01
2424096.500000000, A.D. 1924-Nov-07 00:00:00.0000, -9.805967631154592E+00,  3.853561302574615E+01,  1.497609288320021E+01
2424196.500000000, A.D. 1925-Feb-15 00:00:00.0000, -1.002104395271166E+01,  3.840395324644091E+01,  1.500002540875975E+01
2424296.500000000, A.D. 1925-May-26 00:00:00.0000, -1.023576212495014E+01,  3.827088214994843E+01,  1.502344406643253E+01
2424396.500000000, A.D. 1925-Sep-03 00:00:00.0000, -1.045009644197383E+01,  3.813641436506614E+01,  1.504627555244601E+01
2424496.500000000, A.D. 1925-Dec-12 00:00:00.0000, -1.066403681516036E+01,  3.800058439851252E+01,  1.506858763939661E+01
2424596.500000000, A.D. 1926-Mar-22 00:00:00.0000, -1.087764622595116E+01,  3.786331347481933E+01,  1.509035929946205E+01
2424696.500000000, A.D. 1926-Jun-30 00:00:00.0000, -1.109086926096245E+01,  3.772463636671122E+01,  1.511153007020389E+01
2424796.500000000, A.D. 1926-Oct-08 00:00:00.0000, -1.130371925980741E+01,  3.758456560543059E+01,  1.513216861410884E+01
2424896.500000000, A.D. 1927-Jan-16 00:00:00.0000, -1.151624243792640E+01,  3.744302697128062E+01,  1.515223931070760E+01
2424996.500000000, A.D. 1927-Apr-26 00:00:00.0000, -1.172839231167444E+01,  3.730004338899882E+01,  1.517168500053652E+01
2425096.500000000, A.D. 1927-Aug-04 00:00:00.0000, -1.194015268880681E+01,  3.715561159017102E+01,  1.519057300518917E+01
2425196.500000000, A.D. 1927-Nov-12 00:00:00.0000, -1.215158105830054E+01,  3.700967680685930E+01,  1.520886206499244E+01
2425296.500000000, A.D. 1928-Feb-20 00:00:00.0000, -1.236261259049490E+01,  3.686224408227886E+01,  1.522649553207601E+01
2425396.500000000, A.D. 1928-May-30 00:00:00.0000, -1.257323271182315E+01,  3.671331104787183E+01,  1.524354609387432E+01
2425496.500000000, A.D. 1928-Sep-07 00:00:00.0000, -1.278347661887159E+01,  3.656281439148929E+01,  1.525995348463375E+01
2425596.500000000, A.D. 1928-Dec-16 00:00:00.0000, -1.299326755649524E+01,  3.641079123729704E+01,  1.527568625744426E+01
2425696.500000000, A.D. 1929-Mar-26 00:00:00.0000, -1.320261230351402E+01,  3.625720589865113E+01,  1.529080457566524E+01
